0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y
13.5974572105,1955.,13.5975873870,2003.,13.5977583332,2007.,13.5978913707,12680.
13.6023469371,1969.,13.6024780673,1993.,13.6026673717,2011.,13.6028032703,13828.
13.6074974937,1976.,13.6076484127,1980.,13.6077864570,2013.,13.6079245014,14934.
13.6122794551,1983.,13.6124494476,1988.,13.6125605506,2003.,13.6127956314,16082.
13.6169779701,1993.,13.6171453399,1966.,13.6173704071,2014.,13.6175003452,874.
13.6220517559,2010.,13.6222322387,1956.,13.6223783893,2000.,13.6225543422,2036.
13.6270003719,2027.,13.6271183891,1951.,13.6272833747,1988.,13.627461235,3128.
13.6321223182,2030.,13.632278244,1965.,13.6324072284,1973.,13.6325183315,4192.
13.6371500892,2023.,13.6372871799,1978.,13.6374783916,1961.,13.6376672191,5298.
13.642136137,2019.,13.6423111362,1990.,13.6424463195,1955.,13.6425881786,6348.
13.6470103664,2001.,13.6471412582,2002.,13.6472762031,1957.,13.6474154396,7510.
13.6521675987,1995.,13.6522925300,2006.,13.6524584693,1963.,13.652664463,8672.
13.6572199268,1986.,13.6573572559,2008.,13.6574993534,1975.,13.6576662464,9820.
13.6622350616,1971.,13.6623585624,2011.,13.6624994678,1984.,13.6626594467,11038.
13.6672776145,1958.,13.6674135131,2011.,13.6675904197,2001.,13.6677065296,12102.
13.6724424762,1957.,13.6725521488,2003.,13.6727431220,2018.,13.6728842658,13166.
13.6773722572,1955.,13.6775062484,1987.,13.6776662273,2031.,13.6777983112,14174.
13.6824872894,1971.,13.6826792163,1977.,13.6828992767,2026.,13.6829893989,15210.
13.6870732707,1991.,13.6872742576,1959.,13.6874132556,2020.,13.6875932617,16344.
13.6920042438,1998.,13.6921782894,1954.,13.6923602027,2015.,13.6924872798,996.
13.6969790859,2005.,13.6971221370,1959.,13.6973493499,1998.,13.6974842948,2144.
13.70206217,2014.,13.7022471828,1962.,13.7024693889,1995.,13.7025723857,3278.
13.7071302337,2024.,13.7072751922,1969.,13.7074354095,1969.,13.7076542778,4426.
13.7121272487,2026.,13.7123423023,1981.,13.7124731941,1962.,13.7126632137,5490.
13.7171342773,2026.,13.7173092765,1992.,13.7174442214,1943.,13.7175803585,6526.
13.7219803733,2013.,13.7221632404,2006.,13.7223692340,1944.,13.7224643630,7618.
13.7271769447,1996.,13.7273111743,2013.,13.7274542255,1951.,13.7275813026,8668.
13.7321660919,1987.,13.7322934074,2017.,13.732470314,1968.,13.7326813144,9802.
13.7371833724,1984.,13.7373142642,2011.,13.7374482555,1985.,13.7375822467,10922.
13.7423203392,1975.,13.7425003452,2006.,13.7426543636,1984.,13.7427893085,12112.
13.747443716,1969.,13.7475812835,2000.,13.7477443618,2003.,13.7478812141,13274.
13.7523887557,1960.,13.7524781627,1986.,13.7526419563,2024.,13.7527673645,14352.
13.7574952049,1968.,13.7576442165,1965.,13.7578032417,2036.,13.7579272193,15416.
13.7619772357,1982.,13.7621043128,1955.,13.7623262805,2028.,13.7624671859,124.
13.7670243186,1992.,13.7671552104,1949.,13.7673402233,2026.,13.7674763603,1076.
13.7720058364,2007.,13.7721410198,1954.,13.7723462982,2007.,13.7724993629,2182.
13.7770011825,2020.,13.7771792812,1941.,13.7773173255,2000.,13.7774913711,3204.
13.7821612758,2018.,13.7823343677,1966.,13.7825153274,1986.,13.7826261920,4324.
13.7871671123,2018.,13.7872929973,1972.,13.7874269886,1974.,13.7875624103,5500.
13.7920852107,2019.,13.792219202,1981.,13.7923443717,1961.,13.7924802703,6634.
13.7969689769,2011.,13.7971451683,2005.,13.7973223133,1954.,13.7974574966,7754.
13.8021381301,1999.,13.8022683067,2036.,13.8024022979,1935.,13.8025815887,8748.
13.8072536392,1978.,13.8073804779,2042.,13.8074894351,1959.,13.8076556129,9770.
13.8121586246,1977.,13.8123555583,2027.,13.8125102920,1968.,13.8126233024,10778.
13.8171651763,1963.,13.8173013133,2019.,13.8174791736,1990.,13.8176353378,11842.
13.8223650856,1965.,13.8225050373,2008.,13.822658102,1996.,13.8227873249,12962.
13.827403347,1962.,13.8275852603,2000.,13.8278353614,2009.,13.8279722137,14096.
13.8324473304,1974.,13.8326774044,1989.,13.8328092498,2008.,13.8329422874,15342.
13.8369729919,1977.,13.8371441764,1968.,13.8372795982,2022.,13.8374584121,78.
13.8420489234,1994.,13.8422310752,1949.,13.8423691196,2017.,13.8425481719,1184.
13.8469992084,2014.,13.847173254,1945.,13.8473513526,2013.,13.8474872512,2248.
13.8520234031,2036.,13.8522022171,1938.,13.8523393077,1990.,13.8525193138,3214.
13.857157032,2025.,13.8573322696,1963.,13.8574672145,1980.,13.8576562805,4292.
13.8621771736,2028.,13.8623092575,1973.,13.8624442024,1973.,13.8625822467,5398.
13.8671191139,2027.,13.86734132,1994.,13.8674762649,1954.,13.8676593704,6448.
13.8720987243,2020.,13.8722808761,1994.,13.8724162979,1957.,13.8725612564,7596.
13.8771493835,2000.,13.8772862358,2014.,13.8773932857,1952.,13.8775353832,8716.
13.8821514053,1983.,13.8822582168,2016.,13.8824682636,1966.,13.8825722141,9878.
13.8872290058,1966.,13.8873901767,2035.,13.8875213069,1974.,13.8876772327,10928.
13.8922193450,1949.,13.8923883838,2031.,13.8925073547,1985.,13.8926492137,11936.
13.8973682327,1949.,13.8975472850,2011.,13.8977954788,2008.,13.8979275627,12930.
13.9024365348,1953.,13.9025924606,1991.,13.9026766223,2024.,13.9028764171,13980.
13.9074650211,1968.,13.9077053470,1987.,13.9078393383,2023.,13.9079852504,15030.
13.9122450752,1977.,13.9124672813,1976.,13.9126553935,2021.,13.9128044052,16122.
13.9169772071,1977.,13.9171963138,1966.,13.9173343582,2021.,13.9175162715,844.
13.922005455,2000.,13.9221876068,1960.,13.9222584171,2010.,13.9224656028,2020.
13.9269795818,2021.,13.9270897312,1952.,13.9273133678,1995.,13.9274063510,3140.
13.9321711463,2036.,13.9322913093,1961.,13.9324222011,1970.,13.9325282974,4260.
13.9371881885,2036.,13.9373221797,1968.,13.9375431938,1962.,13.937743227,5240.
13.9421513481,2031.,13.9422922534,1987.,13.9424202842,1945.,13.9425633354,6262.
13.9470229549,2013.,13.9471552772,2006.,13.9473402900,1941.,13.9474761886,7326.
13.9522192878,2000.,13.9523313446,2014.,13.9524653358,1945.,13.9526682300,8404.
13.9572270317,1992.,13.9573443336,2014.,13.9576502246,1959.,13.9577873153,9524.
13.9621961517,1988.,13.9623892707,2010.,13.962479393,1967.,13.9626682205,10616.
13.9671783847,1969.,13.9673133296,2013.,13.9674473209,1981.,13.9675863189,11778.
13.9723592205,1956.,13.9725363655,2011.,13.9726481838,2002.,13.9727952880,12870.
13.9774299068,1943.,13.9775629444,1997.,13.9776773853,2036.,13.9778402252,13934.
13.9824209613,1956.,13.9825263423,1979.,13.9827082557,2037.,13.9828703804,14886.
13.9875011844,1973.,13.9876532955,1963.,13.9878302021,2035.,13.9879382057,15894.
13.9920063419,1985.,13.9921303195,1949.,13.9923453731,2033.,13.9924562377,490.
13.9970491332,2006.,13.9971950454,1948.,13.997379343,2012.,13.9975471897,1540.
14.0020251674,2014.,14.002229969,1956.,14.0023842258,1991.,14.00254039,2688.
14.0070853633,2016.,14.0072012348,1958.,14.0073903007,1992.,14.0074644489,3808.
14.0121505660,2019.,14.0123305721,1971.,14.0124636096,1977.,14.0126474304,4928.
14.0171933574,2035.,14.0172841949,1979.,14.0173871917,1953.,14.0176473064,6048.
14.0220547122,2023.,14.022187273,2004.,14.0223732395,1940.,14.0224783821,7098.
14.0271242065,2009.,14.0274682445,2018.,14.0275323791,1933.,14.0277161998,8064.
14.0322273178,1992.,14.0323322219,2026.,14.0324652595,1942.,14.0326583785,9044.
14.0371880931,1978.,14.0374112529,2024.,14.0375473899,1960.,14.0376332206,10164.
14.0422220630,1967.,14.042396347,2030.,14.0425281925,1979.,14.0426872177,11228.
14.0474303169,1966.,14.0475192470,2010.,14.0476763648,1993.,14.0478113098,12320.
14.0524149341,1967.,14.0525083942,1984.,14.0526562137,2002.,14.0528023643,13468.
14.0574453277,1966.,14.0575793189,1992.,14.0576951904,2016.,14.0578291816,14588.
14.0625036163,1979.,14.0626323623,1960.,14.0627963943,2032.,14.0629501743,15694.
14.0670423908,1986.,14.0672011775,1938.,14.0673332614,2041.,14.0675201816,304.
14.0720506114,2003.,14.0721815032,1938.,14.0723336143,2022.,14.0725005073,1312.
14.0769637031,2015.,14.0771329803,1937.,14.0773122711,2004.,14.077485363,2264.
14.0820842189,2035.,14.0822523040,1949.,14.0823913021,1982.,14.0826542778,3300.
14.0871401233,2032.,14.0873113079,1965.,14.0874452991,1964.,14.0876672668,4378.
14.0921957893,2019.,14.0922601623,1980.,14.0924213333,1958.,14.092643301,5456.
14.0970592899,2012.,14.0972302360,1988.,14.0974102420,1960.,14.0975163383,6618.
14.1019711894,2007.,14.1021733684,2005.,14.1023033065,1956.,14.1024353904,7752.
14.1071839733,1985.,14.1072802944,2035.,14.1075404090,1950.,14.1076472206,8816.
14.1121988697,1966.,14.1123423976,2039.,14.1125212116,1963.,14.1126761836,9796.
14.1171853942,1955.,14.1172793312,2035.,14.117464344,1985.,14.1175923748,10804.
14.1222083969,1950.,14.1223812503,2029.,14.1225223941,1998.,14.122666399,11742.
14.1274402542,1954.,14.1275792522,1994.,14.1277413768,2018.,14.1278512878,12862.
14.1324789924,1960.,14.1325619621,1988.,14.1327171726,2022.,14.1328473491,13940.
14.1375012798,1979.,14.1376152439,1972.,14.1378002567,2020.,14.1379342479,14976.
14.1421962184,1990.,14.1423724098,1969.,14.1425502700,2007.,14.1427061958,16180.
14.1470728321,1999.,14.1472289962,1957.,14.1473672790,2008.,14.1475463314,916.
14.1519723339,2022.,14.1521733207,1951.,14.152307312,1994.,14.1524863643,2050.
14.1570518417,2033.,14.157157938,1949.,14.1573713226,1982.,14.1575053138,3044.
14.1621427936,2039.,14.1623602313,1963.,14.1624973220,1958.,14.1626182003,4066.
14.1672032279,2036.,14.1673252983,1982.,14.1674592895,1941.,14.1676643295,5116.
14.1721792621,2025.,14.1723883552,2002.,14.1725702686,1940.,14.1726982994,6096.
14.1770210666,2004.,14.1771812839,2015.,14.1773763103,1948.,14.1775083942,7174.
14.1821992797,1986.,14.1823373241,2024.,14.1824593944,1957.,14.1826656265,8308.
14.1872060699,1974.,14.1873503131,2024.,14.1874921722,1965.,14.1876492900,9344.
14.1922109527,1968.,14.1923673553,2015.,14.192494194,1990.,14.1926632328,10450.
14.1972272796,1947.,14.1974003715,2014.,14.1975412769,2008.,14.1976192398,11514.
14.2024193210,1950.,14.2025514049,1996.,14.2027054233,2024.,14.2028134269,12564.
14.2074079914,1954.,14.2075422210,1981.,14.2076473636,2036.,14.2078721923,13530.
14.2124519748,1961.,14.2125490112,1965.,14.212697546,2040.,14.2128374977,14482.
14.2175035877,1989.,14.2176604671,1949.,14.2177915973,2033.,14.2179274959,15532.
14.2220635814,1996.,14.2221954269,1951.,14.2223744792,2023.,14.2224915428,212.
14.2270076675,2013.,14.2271902961,1942.,14.2273383541,2009.,14.227558176,1150.
14.2320933742,2025.,14.2321982784,1957.,14.2323322696,1980.,14.2324943943,2298.
14.2369811935,2025.,14.2371552391,1974.,14.2373702926,1969.,14.237467329,3446.
14.2421918315,2024.,14.2423673076,1987.,14.2425022525,1953.,14.2426612777,4552.
14.2471762104,2026.,14.2473113937,1998.,14.2474522991,1943.,14.2476141853,5602.
14.2521493835,2016.,14.2522392673,2018.,14.2524183197,1929.,14.2525523109,6596.
14.2570150299,1993.,14.2571382923,2032.,14.2572653694,1941.,14.2574673099,7604.
14.2621910972,1982.,14.262319128,2034.,14.2624712390,1950.,14.2626712722,8612.
14.2672212524,1965.,14.2673592967,2032.,14.2675834102,1979.,14.2677503032,9634.
14.2722323341,1958.,14.2723522586,2025.,14.2724912567,1992.,14.2727425498,10628.
14.277176897,1953.,14.2772829933,2005.,14.2774932785,2005.,14.2776232166,11664.
14.2824690742,1957.,14.2825801773,1990.,14.2827163143,2020.,14.2828593654,12770.
14.2874043388,1971.,14.2875352306,1978.,14.2876623077,2027.,14.2878032131,13806.
14.2924552364,1969.,14.2926152153,1955.,14.2928371829,2043.,14.2930033607,14814.
14.2974970741,1988.,14.2976622982,1937.,14.2977872295,2042.,14.2979221744,15822.
14.3019941253,2003.,14.3022182388,1933.,14.3023522300,2030.,14.3025362892,362.
14.3070722026,2021.,14.3072433872,1930.,14.3073413772,2004.,14.3075642986,1286.
14.3120022220,2038.,14.3121712608,1937.,14.3123484058,1989.,14.3124843044,2294.
14.3170884056,2040.,14.3172462387,1953.,14.317412178,1965.,14.317589323,3316.
14.3221512241,2030.,14.3223703308,1985.,14.3224623603,1949.,14.3226490421,4324.
14.3271863861,2011.,14.3273191852,2001.,14.3274543685,1954.,14.3276582164,5430.
14.3321531219,2006.,14.3323543472,2011.,14.3324664039,1943.,14.3326554698,6508.
14.3370654983,1980.,14.3371944828,2033.,14.3373325271,1946.,14.3374665184,7558.
14.3421900672,1985.,14.3424113197,2033.,14.3426523609,1949.,14.3427863521,8580.
14.3471742076,1957.,14.3473072452,2042.,14.3474452896,1967.,14.3475501937,9532.
14.3521652622,1946.,14.3524022502,2030.,14.3524763984,1992.,14.3526652259,10554.
14.3572349948,1949.,14.3574061794,2016.,14.3575363559,2009.,14.3576922817,11562.
14.362457077,1956.,14.3625832004,1989.,14.3626964492,2022.,14.3627994461,12598.
14.3674645824,1967.,14.3676684303,1975.,14.3678434295,2028.,14.3679895801,13592.
14.3724415702,1977.,14.3725500507,1960.,14.3727431697,2029.,14.3729641838,14670.
14.3775241775,2002.,14.3776333732,1950.,14.3777254028,2012.,14.3779461784,15818.
14.3820193214,2004.,14.3820913238,1946.,14.3823223514,2022.,14.3824632568,442.
14.3870199127,2027.,14.3871860904,1936.,14.3873172206,2008.,14.3874662322,1464.
14.3920033378,2034.,14.3921173019,1931.,14.3922892017,1980.,14.3924441738,2374.
14.3970244331,2054.,14.397156517,1939.,14.3973405761,1963.,14.3974786205,3270.
14.4022136135,2052.,14.4023294849,1970.,14.4024634761,1948.,14.4026525421,4166.
14.4071970386,2037.,14.4073193473,1987.,14.4074292583,1936.,14.4076593322,5160.
14.4121902389,2025.,14.4124052925,2006.,14.4125583572,1930.,14.4127512378,6084.
14.4170573158,1998.,14.4171522064,2022.,14.4173202915,1942.,14.4175043506,7134.
14.4222274227,1981.,14.4224572582,2023.,14.4226553840,1967.,14.4227853221,8184.
14.4271603031,1970.,14.4273093147,2038.,14.4274464054,1960.,14.4275813503,9234.
14.4322352809,1954.,14.4323382778,2033.,14.4324953956,1989.,14.4326582355,10312.
14.4372163219,1945.,14.4373503131,2027.,14.4374921722,2004.,14.4376476211,11264.
14.4424031181,1941.,14.4425270957,2011.,14.4426851673,2025.,14.4427981777,12202.
14.4473843975,1946.,14.4474761886,1982.,14.4476602478,2040.,14.4478114051,13182.
14.4524512691,1963.,14.4525492591,1970.,14.4527151985,2035.,14.4528942508,14190.
14.4574840469,1982.,14.4576440258,1956.,14.4577863616,2031.,14.4579353733,15170.
14.4622352523,1998.,14.4624109668,1945.,14.4625895423,2022.,14.4627495212,16248.
14.4670014781,2007.,14.4671304626,1945.,14.4673555297,2011.,14.4674885673,844.
14.4720011157,2022.,14.4722123546,1959.,14.472350399,1986.,14.4725063247,1978.
14.4770052833,2030.,14.4771373672,1957.,14.4773152275,1972.,14.4774983329,3042.
14.4820943279,2049.,14.4822771949,1966.,14.4824953479,1950.,14.4827063484,3994.
14.4871967239,2044.,14.4874003334,1982.,14.4875371856,1936.,14.4876523418,4988.
14.492235939,2039.,14.4924111766,2000.,14.4925303859,1927.,14.4926503105,5926.
14.4970922870,2023.,14.4972262783,2024.,14.4974093837,1934.,14.4975512428,6836.
14.5020463867,1997.,14.5022671623,2034.,14.5024102134,1938.,14.5025463504,7858.
14.5072102947,1980.,14.5073423786,2042.,14.5074763698,1947.,14.5077193183,8768.
14.5122192306,1974.,14.5123513145,2027.,14.5124912662,1975.,14.5126223964,9734.
14.5172613067,1965.,14.5174212856,2015.,14.5175593299,1987.,14.5177143020,10798.
14.5222139759,1952.,14.5223963661,2014.,14.5225491924,2011.,14.5227983398,11848.
14.5274033946,1947.,14.5275423927,1995.,14.5277023715,2029.,14.5278304023,12898.
14.5324080390,1951.,14.5325603885,1985.,14.5327601833,2035.,14.5329041881,13822.
14.5374381942,1961.,14.5376143856,1961.,14.5377552909,2050.,14.5379271907,14732.
14.5424609584,1983.,14.5426299972,1939.,14.542850296,2043.,14.54307131,15684.
14.5470471782,1995.,14.5471852226,1937.,14.5473692817,2032.,14.5475132865,224.
14.5520604057,2009.,14.552243988,1938.,14.5523703498,2014.,14.5525312824,1218.
14.5570252342,2021.,14.5571864051,1942.,14.5573323173,1993.,14.5574682159,2296.
14.5620093746,2017.,14.5621712608,1963.,14.5623572273,1975.,14.5624542636,3290.
14.5671999855,2017.,14.5673160953,1981.,14.5675383014,1967.,14.567753355,4410.
14.5721528930,2019.,14.5723433895,1990.,14.5724614067,1954.,14.5726461811,5488.
14.5771942539,2018.,14.5773363513,2006.,14.5774693889,1939.,14.5776532096,6468.
14.5820413036,2006.,14.5821962757,2027.,14.5823142929,1937.,14.5824513835,7518.
14.5871267719,1997.,14.5873008174,2035.,14.5874350471,1940.,14.5876181526,8512.
14.5922091407,1977.,14.5923660202,2035.,14.5926251811,1955.,14.5927853984,9436.
14.5972283287,1961.,14.5973651809,2021.,14.5975006027,1976.,14.5976305408,10472.
14.6022165222,1950.,14.6023931903,2034.,14.6025343341,1997.,14.6027331752,11452.
14.6073742313,1962.,14.6075072689,1999.,14.6076171798,2009.,14.6077993316,12474.
14.6124554080,1958.,14.6125603122,1986.,14.6127193374,2012.,14.6128611965,13580.
14.6174259586,1960.,14.6175640029,1975.,14.6176710529,2032.,14.6178071899,14546.
14.6225293083,1972.,14.6226623458,1954.,14.6228392524,2041.,14.6229854030,15596.
14.6269731922,1989.,14.6271942062,1942.,14.6274242801,2040.,14.6275613708,136.
14.632070343,2005.,14.6322033805,1927.,14.6323373718,2028.,14.6324892444,1102.
14.6369784278,2035.,14.637111227,1930.,14.6373622817,2006.,14.6374721927,2054.
14.6420753402,2035.,14.642187397,1941.,14.6423652572,1981.,14.6424653930,2978.
14.6470919055,2038.,14.6473112506,1959.,14.6474523944,1964.,14.6475882930,3986.
14.6522210044,2035.,14.6524269981,1977.,14.6525040073,1951.,14.652692358,4952.
14.6571193141,2021.,14.6572792930,2004.,14.6574902935,1947.,14.6576683921,6002.
14.6620674533,2008.,14.6622414989,2003.,14.6623814506,1958.,14.662560503,7122.
14.6671991748,2005.,14.6673272056,2022.,14.6674604816,1950.,14.6676485939,8186.
14.6722190780,1980.,14.6723461551,2033.,14.6724603576,1953.,14.672711174,9194.
14.6771932048,1966.,14.6773312492,2040.,14.6774692935,1970.,14.6776533527,10202.
14.6822164459,1944.,14.6823358936,2038.,14.6824739379,1982.,14.6826754016,11196.
14.6873011989,1945.,14.6874263687,2018.,14.6876264019,2008.,14.6877632541,12134.
14.6924922866,1949.,14.692548315,1994.,14.6928031845,2029.,14.6929142875,13114.
14.6974153919,1950.,14.6975503368,1982.,14.6977491779,2038.,14.6978702945,14164.
14.7024569911,1972.,14.7025881214,1970.,14.702788393,2027.,14.7029223842,15186.
14.707141201,1992.,14.7072413368,1963.,14.7074501914,2020.,14.7075593872,16250.
14.7120042247,1985.,14.7122133178,1947.,14.7123504085,2026.,14.7125332756,860.
14.7170517845,2009.,14.7171791,1939.,14.7173684043,2005.,14.7175023956,1924.
14.7219920558,2044.,14.7221682472,1939.,14.722322504,1987.,14.7224946422,2848.
14.727057497,2053.,14.7272024555,1944.,14.7274074954,1962.,14.7275884551,3786.
14.7321451110,2052.,14.7323003215,1972.,14.7324793739,1947.,14.7326352996,4710.
14.7372172279,2038.,14.7373142642,1985.,14.7374482555,1939.,14.7375853462,5676.
14.7421195907,2022.,14.7422514362,2005.,14.7423785133,1935.,14.742556612,6614.
14.7470641536,2011.,14.7472832603,2021.,14.7474182052,1942.,14.7476401729,7650.
14.7522170944,1989.,14.7523501319,2027.,14.7524903221,1950.,14.7526972694,8686.
14.7572553558,1981.,14.7573662204,2007.,14.7575052185,1967.,14.7577102584,9736.
14.7622352046,1959.,14.7623691959,2024.,14.7624912662,1986.,14.7626533908,10758.
14.7672520084,1950.,14.7674162788,2022.,14.7675493164,2000.,14.7677112026,11766.
14.7724488182,1945.,14.7725472850,2006.,14.7727482719,2023.,14.7728393478,12774.
14.7774403495,1951.,14.7776663703,1990.,14.7778354091,2035.,14.7779791755,13712.
14.782484333,1959.,14.7826502723,1970.,14.7827482624,2040.,14.7829263610,14692.
14.787468235,1981.,14.7875962657,1957.,14.7877931995,2031.,14.7879271907,15686.
14.7920439643,1986.,14.7921843929,1947.,14.7923713130,2031.,14.7924962444,352.
14.7969932956,2005.,14.7971692485,1947.,14.7973041934,2008.,14.7974822921,1402.
14.8020453853,2014.,14.8021822376,1958.,14.8023732109,1995.,14.8024762077,2466.
14.8069937629,2030.,14.8071690006,1951.,14.8073521060,1980.,14.8074829978,3502.
14.8122339649,2044.,14.8124111099,1971.,14.8125181598,1960.,14.8127072257,4580.
14.8171902103,2044.,14.8173182411,1989.,14.8174522323,1943.,14.8176522655,5532.
14.822177927,2039.,14.8223643703,1995.,14.8225403232,1930.,14.8226352138,6386.
14.8270082874,2006.,14.8272073669,2026.,14.8273692531,1914.,14.8274653358,7282.
14.8321800632,1998.,14.8323111934,2038.,14.8324942989,1929.,14.832649271,8178.
14.8372192783,1988.,14.8372593326,2043.,14.8374212188,1940.,14.837646286,9018.
14.8421843452,1968.,14.8423262042,2046.,14.8424523277,1961.,14.8425822658,10096.
14.8471460742,1964.,14.8472910327,2025.,14.8474181098,1984.,14.8475552005,11062.
14.8523137969,1964.,14.8524501724,2010.,14.8526282711,1993.,14.8527856273,12126.
14.8574784202,1953.,14.8575034542,2002.,14.8576164646,2007.,14.8577554626,13246.
14.8624265594,1945.,14.8625772399,1985.,14.8627403182,2036.,14.8628533287,14212.
14.8675301475,1964.,14.8676560325,1961.,14.8677921695,2042.,14.8679302139,15220.
14.8722477359,1971.,14.8724332256,1946.,14.8726435108,2042.,14.8727815551,16144.
14.8770194454,1995.,14.8771875305,1928.,14.8773296279,2032.,14.877509634,684.
14.8820636672,2010.,14.8821475906,1940.,14.8823697967,2014.,14.8824930591,1678.
14.8871021671,2018.,14.8872852725,1950.,14.887411396,1992.,14.8875933094,2728.
14.8920433921,2024.,14.892187397,1954.,14.8923042221,1984.,14.8924363059,3708.
14.8972189826,2023.,14.8973522586,1967.,14.8975053234,1977.,14.8976483745,4800.
14.9021599693,2023.,14.9023273391,1977.,14.9024603767,1959.,14.9026463432,5906.
14.9070892734,2024.,14.9072692794,2000.,14.9074073238,1945.,14.9075882835,7026.
14.9120324058,2011.,14.912165205,2019.,14.9122982425,1934.,14.9124842090,8006.
14.917226593,1991.,14.9173629684,2047.,14.9175000591,1938.,14.9177420539,8916.
14.9222269458,1967.,14.9224429531,2046.,14.9226460857,1954.,14.9227862758,9882.
14.9272203845,1962.,14.9274812145,2038.,14.9276633663,1972.,14.9278002185,10806.
14.9321899814,1954.,14.9324381752,2032.,14.9326413078,1985.,14.9327903194,11786.
14.9374862117,1941.,14.9376442832,2020.,14.9377873344,2010.,14.9378796024,12850.
14.9423804683,1944.,14.9425166053,1998.,14.9426296157,2021.,14.9427645606,13802.
14.9474838180,1964.,14.9476151866,1982.,14.9477553768,2026.,14.9478912754,14852.
14.9525113506,1966.,14.9526582164,1966.,14.9528344078,2031.,14.9529793663,15916.
14.9570470256,1992.,14.9572062892,1937.,14.9573262138,2038.,14.9574602050,540.
14.9620435638,2013.,14.9621909065,1928.,14.9624123973,2021.,14.9625053806,1548.
14.9670331878,2030.,14.9671292705,1927.,14.9673722190,2007.,14.9675002498,2472.
14.9720793170,2051.,14.9722342891,1927.,14.9723472995,1982.,14.9725351734,3326.
14.9772098464,2046.,14.9773209495,1950.,14.9774599475,1957.,14.9776611728,4278.
14.9821772975,2036.,14.9824383659,1968.,14.9826453132,1958.,14.9827852649,5188.
14.9871762199,2036.,14.9873142642,1985.,14.9874492092,1941.,14.9875846309,6210.
14.992020647,2022.,14.9921825332,2000.,14.9922874374,1945.,14.9925084514,7246.
14.9971886081,1988.,14.9973194999,2014.,14.9974601669,1944.,14.9976210994,8352.
15.0030939979,1984.,15.0031834049,2021.,15.0033653182,1957.,15.0034993095,9584.
15.0072262687,1970.,15.0073662204,2035.,15.0075002117,1960.,15.0076563758,10494.
15.0121920509,1940.,15.0123830242,2043.,15.0124953193,1981.,15.0126293106,11460.
15.017411272,1944.,15.0175474090,2011.,15.0177102489,2009.,15.0178473396,12412.
15.0223982734,1948.,15.0225222511,2008.,15.0226962966,2014.,15.0228112144,13336.
15.0274410648,1950.,15.0275760097,1988.,15.0277343196,2034.,15.0278292102,14288.
15.0324991149,1965.,15.0326719684,1971.,15.0328061981,2036.,15.0329502029,15380.
15.037042181,1979.,15.0372693939,1958.,15.0374114913,2026.,15.0375855369,16374.
15.0420344276,1996.,15.0422335071,1953.,15.042352478,2024.,15.0425544185,1054.
15.0470099849,2012.,15.0471439762,1944.,15.0473173065,2009.,15.0474973125,2048.
15.0520363254,2035.,15.0521543426,1930.,15.0523393554,1995.,15.0524962348,3084.
15.0571761531,2042.,15.0572944087,1949.,15.0574293537,1979.,15.0575662059,4022.
15.0621967716,2055.,15.0623250408,1965.,15.0624611778,1949.,15.062592308,4974.
15.0671883029,2055.,15.0673242015,1981.,15.0674612922,1925.,15.0676892204,5828.
15.0720632476,2033.,15.0722282333,1999.,15.0724113388,1931.,15.0725243492,6794.
15.0770571632,2009.,15.0771911544,2017.,15.0773270530,1932.,15.0774612827,7746.
15.0821855468,1996.,15.0823152465,2036.,15.0824432773,1936.,15.0827083988,8698.
15.0872562332,1977.,15.0873852176,2032.,15.0876562995,1956.,15.0877962512,9692.
15.0922322673,1968.,15.0923672122,2027.,15.0924911899,1970.,15.0927403373,10770.
15.0972352428,1964.,15.0973663730,2024.,15.0975013179,1988.,15.0976152820,11806.
15.1024313373,1946.,15.1025593681,2016.,15.1027172012,2013.,15.1028364105,12828.
15.1074800891,1937.,15.1075151367,1999.,15.1077042026,2036.,15.1078792018,13850.
15.1124420566,1942.,15.1125452918,1976.,15.1127372188,2041.,15.1129312915,14760.
15.1174543304,1965.,15.1175914211,1958.,15.1177945537,2041.,15.1179266376,15726.
15.1219754619,1981.,15.1222238941,1942.,15.1222999496,2041.,15.1225290698,266.
15.1270232601,2003.,15.1271913452,1943.,15.1273553771,2022.,15.1275372905,1274.
15.1320631904,2013.,15.1322563095,1941.,15.1323483390,2013.,15.1326482696,2282.
15.1370401782,2028.,15.1371922893,1943.,15.1373742027,1989.,15.1375112934,3346.
15.1421969337,2034.,15.1423330707,1965.,15.1425505084,1976.,15.1426554126,4396.
15.1471755905,2041.,15.1473114891,1973.,15.1474476261,1951.,15.1477075023,5502.
15.1522229118,2038.,15.15234832,1998.,15.1524923248,1938.,15.1526313228,6440.
15.1571033401,2028.,15.1572683258,2026.,15.1574142379,1917.,15.1575801773,7392.
15.1621642513,2005.,15.1622982425,2040.,15.1624372405,1922.,15.1626792354,8274.
15.1672139568,1990.,15.1674333019,2042.,15.1676373882,1936.,15.1677802009,9142.
15.1722412509,1973.,15.1724527282,2044.,15.1726603908,1953.,15.1727903289,10122.
15.1772032184,1956.,15.1774142189,2038.,15.1775303287,1979.,15.1776652736,11088.
15.1823363704,1956.,15.1824222011,2026.,15.1826482219,1996.,15.1827571792,12068.
15.1874449653,1953.,15.187579195,2005.,15.1877463264,2007.,15.1878803176,13146.
